filename,split,original_path,original_width,original_height
859c1f25463f566b.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/859c1f25463f566b.jpg,1024,768
ab34da3df1643835.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/ab34da3df1643835.jpg,1024,791
86e207aea5a835a1.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/86e207aea5a835a1.jpg,1024,768
b4fbdd8f703bb92a.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/b4fbdd8f703bb92a.jpg,1024,680
0f61c598333e73c7.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/0f61c598333e73c7.jpg,1024,768
fcb257230f9b0e0e.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/fcb257230f9b0e0e.jpg,689,1024
52c407066264e95a.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/52c407066264e95a.jpg,1024,767
1f1e3ec3d1af3dd6.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/1f1e3ec3d1af3dd6.jpg,1024,729
932952cce3d2eec4.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/932952cce3d2eec4.jpg,1024,768
fe5d234ee9806c1b.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/fe5d234ee9806c1b.jpg,1024,886
af9534fc8b7ae17f.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/af9534fc8b7ae17f.jpg,1024,768
aac2db7f6f7aa0fe.jpg,val,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/aac2db7f6f7aa0fe.jpg,1024,732
4d2c97a6a232a681.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/4d2c97a6a232a681.jpg,1024,682
452e205fb4a3a83c.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/452e205fb4a3a83c.jpg,1024,680
be0f09885861c8a4.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/be0f09885861c8a4.jpg,1024,523
35788ce22f206db9.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/35788ce22f206db9.jpg,1024,683
5d0cd8bd05daf7d0.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/5d0cd8bd05daf7d0.jpg,1024,680
841731e4ba0ae016.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/841731e4ba0ae016.jpg,683,1024
ab8ef388153fc3ac.jpg,val,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/ab8ef388153fc3ac.jpg,768,1024
c7e33eb6d6bc7706.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/c7e33eb6d6bc7706.jpg,1024,685
a1270bafb1d948ed.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/a1270bafb1d948ed.jpg,1024,768
b3adc3ac2065f034.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/b3adc3ac2065f034.jpg,1024,680
a394d0d85ca5e6f4.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/a394d0d85ca5e6f4.jpg,1024,679
d9e9bcc76391d896.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/d9e9bcc76391d896.jpg,1024,682
665aeb50b836fac4.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/665aeb50b836fac4.jpg,685,1024
e5346c342564f556.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/e5346c342564f556.jpg,1024,768
6d81bc7ae5124917.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/6d81bc7ae5124917.jpg,683,1024
c0f0e1e137a1171f.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/c0f0e1e137a1171f.jpg,1024,768
1228024662d3abc4.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/1228024662d3abc4.jpg,1024,683
ea9ad6734ba10e36.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/ea9ad6734ba10e36.jpg,1024,679
cbd1b31757fd9d10.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/cbd1b31757fd9d10.jpg,1024,681
63e08ef78c2250cf.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/63e08ef78c2250cf.jpg,1024,683
6054893f5ce729a1.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/6054893f5ce729a1.jpg,1024,768
1f62cc2f47a39dba.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/1f62cc2f47a39dba.jpg,1024,679
7821a11e70adf120.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/7821a11e70adf120.jpg,1024,768
3d4f38379b6354a7.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/3d4f38379b6354a7.jpg,1024,680
dbe32b183dfaacf7.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/dbe32b183dfaacf7.jpg,1024,768
2a87f101fab1c41c.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/2a87f101fab1c41c.jpg,1024,768
adb406a873eb716c.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/adb406a873eb716c.jpg,1024,684
8d7b37e0710f1da0.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/8d7b37e0710f1da0.jpg,766,1024
f0950ec8d9db2f58.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/f0950ec8d9db2f58.jpg,1024,1024
914579760b2a7509.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/914579760b2a7509.jpg,1024,685
48293316c4da2fe4.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/48293316c4da2fe4.jpg,1024,681
22f29112301b92c5.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/22f29112301b92c5.jpg,685,1024
38b5b67e0e043b3e.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/38b5b67e0e043b3e.jpg,768,1024
57a217620583a1bd.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/57a217620583a1bd.jpg,577,1024
2e68ac55d6e2538e.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/2e68ac55d6e2538e.jpg,1024,607
3c789029d4261af6.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/3c789029d4261af6.jpg,1024,768
aba99a1e3a641e28.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/aba99a1e3a641e28.jpg,1024,683
7d2424bdfedf2196.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/7d2424bdfedf2196.jpg,768,1024
a5b29dcd686a5abf.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/a5b29dcd686a5abf.jpg,1024,679
05edff727c1e698d.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/05edff727c1e698d.jpg,808,1024
1097a70386670dd5.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/1097a70386670dd5.jpg,1024,683
86f1e47307645610.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/86f1e47307645610.jpg,1024,680
56247b0a6852db3b.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/56247b0a6852db3b.jpg,1024,768
6fb63629b7fb60e0.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/6fb63629b7fb60e0.jpg,1024,768
75cdb55b2eaed668.jpg,val,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/75cdb55b2eaed668.jpg,1024,769
4718baf40a66e81c.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/4718baf40a66e81c.jpg,1024,680
b4dd276bc3b19dfa.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/b4dd276bc3b19dfa.jpg,1024,683
4184c8fee1957e6a.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/4184c8fee1957e6a.jpg,1024,768
64373f2a95196745.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/64373f2a95196745.jpg,650,1024
2b2847ada5843d52.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/2b2847ada5843d52.jpg,1024,692
203fefc8c2d44619.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/203fefc8c2d44619.jpg,1024,683
007af9fe9bb21a89.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/007af9fe9bb21a89.jpg,768,1024
88a74a881f5890c0.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/88a74a881f5890c0.jpg,683,1024
b09c07d1882cf1e5.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/b09c07d1882cf1e5.jpg,1024,683
81b9833fba7c673e.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/81b9833fba7c673e.jpg,1024,768
3680fbb367974567.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/3680fbb367974567.jpg,681,1024
718762c187e18f88.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/718762c187e18f88.jpg,1024,768
dd4a293884943a05.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/dd4a293884943a05.jpg,1024,682
b38918d814a4434f.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/b38918d814a4434f.jpg,1024,768
0dd0c2496cac5e7c.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/0dd0c2496cac5e7c.jpg,1024,699
887732dc48aafa71.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/887732dc48aafa71.jpg,1024,768
f488c92f7e9e606c.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/f488c92f7e9e606c.jpg,1024,745
0426e166e22fe968.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/0426e166e22fe968.jpg,768,1024
d19da61c6ac9f425.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/d19da61c6ac9f425.jpg,818,1024
4bcd41a81ff6ed9c.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/4bcd41a81ff6ed9c.jpg,1024,683
0b12cbf03a8e0466.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/0b12cbf03a8e0466.jpg,1024,681
fae05568e4323be7.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/fae05568e4323be7.jpg,1024,768
2ffb95a9e5716baa.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/2ffb95a9e5716baa.jpg,1024,768
892bbface40547a6.jpg,val,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/892bbface40547a6.jpg,1024,683
67ea6122bfcc8687.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/67ea6122bfcc8687.jpg,1024,922
669c4f8fc0102150.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/669c4f8fc0102150.jpg,1024,768
70f381a30f36a217.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/70f381a30f36a217.jpg,1024,768
f75bf2eaed28bc89.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/f75bf2eaed28bc89.jpg,1024,1024
a3c9c24eec43d8e5.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/a3c9c24eec43d8e5.jpg,1024,768
0815d68e74c008e5.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/0815d68e74c008e5.jpg,768,1024
3b90a522843326b8.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/3b90a522843326b8.jpg,1024,683
978b032961d51feb.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/978b032961d51feb.jpg,1024,683
e250248fefac1416.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/e250248fefac1416.jpg,1024,1024
07b9d48c7e67afa7.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/07b9d48c7e67afa7.jpg,1024,768
57072a35319819f3.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/57072a35319819f3.jpg,1024,873
1586f575cfe996f0.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/1586f575cfe996f0.jpg,1024,768
b5c93fe15321d8e6.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/b5c93fe15321d8e6.jpg,1024,683
33272e2b73e8292f.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/33272e2b73e8292f.jpg,1024,683
2366522f42e29548.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/2366522f42e29548.jpg,777,1024
510922738d422207.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/510922738d422207.jpg,1024,1024
162916a4793539d4.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/162916a4793539d4.jpg,1024,686
d2b5748ede7dd8dd.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/d2b5748ede7dd8dd.jpg,768,1024
a31a4d30d23fb380.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/a31a4d30d23fb380.jpg,1024,646
92518faa78f659fa.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/92518faa78f659fa.jpg,1024,683
fb22979272830222.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/fb22979272830222.jpg,1024,683
86af762cc91fd5e4.jpg,val,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/86af762cc91fd5e4.jpg,1024,682
9d67a0cb41e83afe.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/9d67a0cb41e83afe.jpg,1024,768
7e6fd1eb2167d94d.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/7e6fd1eb2167d94d.jpg,1024,733
c6c02ce56a04e766.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/c6c02ce56a04e766.jpg,1024,683
21d31506cb6b9b9e.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/21d31506cb6b9b9e.jpg,1024,1024
0373db5a5bade455.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/0373db5a5bade455.jpg,768,1024
549c3cd2e93a0646.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/549c3cd2e93a0646.jpg,697,1024
46476b5520ab88d5.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/46476b5520ab88d5.jpg,1024,695
42456b08ac6de461.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/42456b08ac6de461.jpg,683,1024
dbfe7b935d7b034e.jpg,val,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/dbfe7b935d7b034e.jpg,1024,683
031a51522dd66e5e.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/031a51522dd66e5e.jpg,1024,768
557269db525cbc08.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/557269db525cbc08.jpg,1024,718
993d47c46f05a998.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/993d47c46f05a998.jpg,1024,680
ef024df814753df7.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/ef024df814753df7.jpg,1024,680
19317d473ce0e614.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/19317d473ce0e614.jpg,1024,769
b1bfeea97f5d37ac.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/b1bfeea97f5d37ac.jpg,768,1024
0cb0804cd1c1f7d4.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/0cb0804cd1c1f7d4.jpg,1024,768
a9788f82e4c11126.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/a9788f82e4c11126.jpg,1024,576
ff99faff5408d3ef.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/ff99faff5408d3ef.jpg,1024,819
27b41d059c58bb6d.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/27b41d059c58bb6d.jpg,768,1024
394772a416b7731a.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/394772a416b7731a.jpg,1024,683
548382dd4792a3f7.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/548382dd4792a3f7.jpg,936,1024
f4adae5538631492.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/f4adae5538631492.jpg,768,1024
711ac940ce517f4d.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/711ac940ce517f4d.jpg,768,1024
a80ec543e27c9f58.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/a80ec543e27c9f58.jpg,1024,768
c7a99c5bc1f06edf.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/c7a99c5bc1f06edf.jpg,1024,595
9b37ff89a1530700.jpg,val,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/9b37ff89a1530700.jpg,768,1024
4683ac58fa553a13.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/4683ac58fa553a13.jpg,1024,683
598c9898d034db57.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/598c9898d034db57.jpg,851,1024
075004c7ef7c5d92.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/075004c7ef7c5d92.jpg,1024,886
4eacc03f235565bf.jpg,val,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/4eacc03f235565bf.jpg,1024,681
6e221a052d0a0687.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/6e221a052d0a0687.jpg,830,1024
a3c4e41d5a5f3ebb.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/a3c4e41d5a5f3ebb.jpg,703,1024
b336a7c1501f323a.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/b336a7c1501f323a.jpg,1024,768
a5e415d39783eff0.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/a5e415d39783eff0.jpg,1024,768
63365bb4297d5ffd.jpg,val,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/63365bb4297d5ffd.jpg,1024,768
ecaa09d6a8aedf37.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/ecaa09d6a8aedf37.jpg,1024,768
003ca1df02f3c723.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/003ca1df02f3c723.jpg,1024,749
139709e9da1a9468.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/139709e9da1a9468.jpg,1024,791
cc3523054269e003.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/cc3523054269e003.jpg,1024,661
c9cd688658d700aa.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/c9cd688658d700aa.jpg,1024,819
d6d39d5c4110ccf5.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/d6d39d5c4110ccf5.jpg,1024,768
39c51c1048e353a8.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/39c51c1048e353a8.jpg,1024,682
34460a2ca602d212.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/34460a2ca602d212.jpg,1024,768
7c82085a20fa7411.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/7c82085a20fa7411.jpg,1024,680
7f14ca6663f3cb7d.jpg,val,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/7f14ca6663f3cb7d.jpg,768,1024
d102198e146fe600.jpg,val,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/d102198e146fe600.jpg,1024,783
2374d12fe253c423.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/2374d12fe253c423.jpg,782,1024
ed11c8868771ee8a.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/ed11c8868771ee8a.jpg,1024,768
188947d344ee0bf5.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/188947d344ee0bf5.jpg,1024,768
53638003af96f86a.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/53638003af96f86a.jpg,1024,768
0e44dd3071cc6aa7.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/0e44dd3071cc6aa7.jpg,683,1024
725a4dd7c0323ac9.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/725a4dd7c0323ac9.jpg,693,1024
e36fa7a63a5632f7.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/e36fa7a63a5632f7.jpg,1024,718
8a49c0db4513318c.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/8a49c0db4513318c.jpg,1024,577
4608e026f0233f32.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/4608e026f0233f32.jpg,1024,1024
bc91bf6f0da87550.jpg,val,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/bc91bf6f0da87550.jpg,1024,768
2aba8c2f6c583f97.jpg,test,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/2aba8c2f6c583f97.jpg,684,1024
08bdead890614f6a.jpg,train,/Users/iquenavarro/Desktop/Insper/Insper AI/image-colorization/data/raw/train/08bdead890614f6a.jpg,1024,681
